feature,type,rank,word,tfidf,freq_diff,high_freq
L25-17160,risky,2,first,0.026530732137994225,0.013977519562327782,0.03765629010376563
L25-17446,risky,1,balance,0.0990901436549049,0.013419487307627473,0.11406859982046304
L25-17446,risky,2,bet,0.08354607663780678,0.0206757151657566,0.10302498903989478
L25-17446,risky,3,round,0.04279346868082238,0.018231525266081586,0.06530135070249056
L25-17446,risky,4,choice,0.04053128437735854,0.01073726765931287,0.05358969541345692
L25-17446,risky,5,100,0.02392070995935776,0.02080120395680523,0.03578213398467673
L25-17626,risky,1,choice,0.04392525600339854,0.019772023514187907,0.05807714032114904
L25-17626,risky,2,100,0.02506979463827377,0.02478938468611469,0.037501008633906235
L25-17626,risky,3,amount,0.02186596018470991,0.015530057885683997,0.028544339546518197
L25-17896,risky,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L25-17896,risky,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L25-17896,risky,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L25-17896,risky,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L25-17896,risky,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L25-18438,risky,1,result,0.03577801241237276,0.022239710675857526,0.05351904839028955
L25-18438,risky,2,first,0.027893422373032908,0.018509937766691426,0.039590419118573306
L25-1844,risky,1,choice,0.04462831899540203,0.021394395790065655,0.05900671687360065
L25-1844,risky,2,100,0.025118445581482556,0.024723689104519983,0.03757378383879503
L25-1844,risky,3,amount,0.022577214122829595,0.017185510330460042,0.029472827193161
L25-18825,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L25-18825,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L25-18825,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L25-18825,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L25-18825,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L25-18884,safe,1,round,0.04214474376370823,0.0175931276877112,0.06431141895290794
L25-18920,safe,1,result,0.03326948573842096,0.013763955398413748,0.04976663311064336
L25-18920,safe,2,first,0.026074855334382443,0.012616958317508642,0.03700924315914707
L25-18920,safe,3,120,0.022014965090693422,0.01097102842474345,0.01735151459687014
L25-18920,safe,4,stop,0.013924324522853032,0.015261024542809667,0.032415118513773225
L25-19198,safe,1,result,0.03280496025425964,0.012053750080474476,0.04907176606272555
L25-19198,safe,2,first,0.025399336599775533,0.010372024344317533,0.0360504483053685
L25-19198,safe,3,120,0.021642470983387386,0.010155565901407228,0.01705792626213773
L25-19198,safe,4,stop,0.012952882758900844,0.010227194555761262,0.030153651549536812
L25-2021,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L25-2021,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L25-2021,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L25-2021,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L25-2021,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L25-20276,risky,1,result,0.03462401749111268,0.018728539416005725,0.05179282868525897
L25-20276,risky,2,first,0.02700456826759865,0.015975809997780564,0.03832882754695504
L25-20658,risky,1,choice,0.04419832467471543,0.0206663073019216,0.05843818653884562
L25-20658,risky,2,100,0.023538704048247445,0.02054498041542993,0.035210705012981826
L25-20658,risky,3,amount,0.02086821646823865,0.01312992066801858,0.02724186139404833
L25-2106,risky,1,game,0.059168290172549175,0.01143086047148801,0.05554850753031154
L25-2106,risky,2,choice,0.04076542342656746,0.013061351722239233,0.05389926962321257
L25-2106,risky,3,result,0.03920651647064677,0.03317153519971672,0.058647624916178843
L25-2106,risky,4,first,0.030364453567612346,0.025958437713752055,0.043097667506388534
L25-2106,risky,5,won,0.029656532172602976,0.014270295729932369,0.025209779437084294
L25-21320,risky,1,slot,0.028631812905610794,0.010003746833371383,0.023292431317189707
L25-23386,risky,1,bet,0.0789453888763812,0.010213084804444952,0.09735164296223639
L25-23386,risky,2,choice,0.04401701573591725,0.01976927505953062,0.05819846329900278
L25-23386,risky,3,100,0.025381955001069413,0.02538875402239399,0.03796795814941965
L25-23386,risky,4,amount,0.02310502507256936,0.018442436927310943,0.030161844041196664
L25-23397,risky,1,result,0.03285200508194019,0.01228511997743665,0.049142138736873245
L25-23397,risky,2,first,0.02601290444974007,0.01228791872242051,0.03692131341517527
L25-23397,risky,3,120,0.021815372691777888,0.01051360885408225,0.017194202041118177
L25-23397,risky,4,stop,0.013850711405386042,0.014725291390613182,0.032243750924419466
L25-23960,risky,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L25-23960,risky,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L25-23960,risky,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L25-23960,risky,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L25-23960,risky,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L25-24013,risky,1,result,0.03410594730928294,0.017000435621395242,0.05101786604028757
L25-24013,risky,2,first,0.026666977214090847,0.014904663501001676,0.0378496690155883
L25-24392,risky,1,120,0.02226481686144271,0.011156831070418292,0.017548440035059582
L25-24392,risky,2,stop,0.013554258810413153,0.013136776751918006,0.03155362437759916
L25-2498,safe,1,result,0.03314226273686956,0.013558655730323381,0.049576324775515365
L25-2498,safe,2,first,0.02594215827199243,0.012398541968641857,0.036820900106596326
L25-2498,safe,3,120,0.022602045628720008,0.012143998864843707,0.017814233319481832
L25-2498,safe,4,stop,0.013830072080121316,0.015015105596859885,0.03219570362608177
L25-25487,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L25-25487,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L25-25487,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L25-25487,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L25-25487,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L25-25949,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L25-25949,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L25-25949,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L25-25949,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L25-25949,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L25-27469,risky,1,round,0.03983930905890136,0.011073095203039354,0.060793405461102526
L25-27469,risky,2,120,0.02189776964435889,0.010708790219799928,0.017259144770736732
L25-27469,risky,3,stop,0.01344458092529568,0.012790948892000002,0.0312982998454405
L25-2782,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L25-2782,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L25-2782,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L25-2782,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L25-2782,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L25-27879,safe,1,round,0.04084730588765424,0.014299082352738496,0.062331573701502455
L25-27879,safe,2,120,0.02283296221890369,0.012235651115884025,0.017996234633984275
L25-27879,safe,3,stop,0.01335197901202124,0.012288305540398458,0.031082727306286684
L25-27969,safe,1,balance,0.11011856951717859,0.037362482017039206,0.12676408142874984
L25-27969,safe,2,bet,0.09508284226190791,0.04752089776640463,0.11725157154156779
L25-27969,safe,3,round,0.06356530916738573,0.07797097553734914,0.09699845968111236
L25-27969,safe,4,history,0.051641547909363844,0.011933006240338185,0.014653844552683069
L25-27969,safe,5,loss,0.04916885527548303,0.020966146915471086,0.045876524707547564
L25-28235,safe,1,result,0.03316370681784145,0.01364727680211223,0.0496084022088281
L25-28235,safe,2,first,0.025937156996820736,0.0124002167249306,0.03681380156639116
L25-28235,safe,3,120,0.02227788465867976,0.011604206780514673,0.017558739668675785
L25-28235,safe,4,stop,0.013697571365852064,0.014363909067409641,0.031887248709712344
L25-30388,risky,1,result,0.03319634446236617,0.01367337625464362,0.049657223693278685
L25-30388,risky,2,first,0.025888097508879826,0.012177053591684254,0.036744169175523235
L25-30388,risky,3,120,0.021975206951629144,0.011019833845149998,0.017320178461315245
L25-30388,risky,4,stop,0.013477880976076375,0.01317247598855022,0.031375820668141756
L25-30948,risky,1,game,0.059096916312457295,0.011366673744373036,0.055481500162121264
L25-30948,risky,2,result,0.03365790798551529,0.015290225529332735,0.05034766004971719
L25-30948,risky,3,first,0.026639227163753866,0.014602047323406094,0.03781028209100407
L25-30948,risky,4,120,0.021346415884141837,0.010026212988812979,0.01682458478942249
L25-30948,risky,5,stop,0.01364968353367195,0.014151149217916898,0.03177576827466945
L25-31622,risky,1,balance,0.0982021927768114,0.011352124733175761,0.11304642637679317
L25-31622,risky,2,bet,0.08349352489977627,0.02029057359367091,0.10296018477316551
L25-31622,risky,3,choice,0.0432067280647821,0.017158974973006447,0.05712711630962219
L25-31622,risky,4,100,0.025696118394267203,0.02545911890000156,0.03843790392642977
L25-31622,risky,5,amount,0.022156625632212778,0.015564864263781432,0.028923781069226367
L25-31905,risky,1,round,0.04119227869182397,0.01534303871329025,0.06285799024968951
L25-31905,risky,2,stop,0.013305637094506696,0.012001861561435744,0.030974845681872948
L25-31936,safe,1,game,0.05877567833597632,0.010629229405891463,0.05517991480105139
L25-31936,safe,2,result,0.034391933809179764,0.017556680103537753,0.0514456630109671
L25-31936,safe,3,first,0.027114279928803015,0.015955353604105604,0.03848454636091725
L25-31936,safe,4,120,0.0220104502405259,0.011086321337223731,0.017347956131605183
L25-31936,safe,5,stop,0.014039725830074621,0.016014279658294304,0.03268376688117466
L25-32159,safe,1,100,0.02222777655606075,0.017023738876482505,0.03324973549120264
L25-32318,risky,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L25-32318,risky,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L25-32318,risky,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L25-32318,risky,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L25-32318,risky,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L25-4160,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L25-4160,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L25-4160,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L25-4160,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L25-4160,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L25-4612,risky,1,choice,0.04240270313518202,0.015653602037114633,0.05606404979830866
L25-4612,risky,2,100,0.022052325296746656,0.01582310512674052,0.032987284231218134
L25-5112,risky,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L25-5112,risky,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L25-5112,risky,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L25-5112,risky,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L25-5112,risky,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L25-5245,risky,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L25-5245,risky,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L25-5245,risky,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L25-5245,risky,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L25-5245,risky,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L25-5792,safe,1,choose,0.04685401287710839,0.010285173623957929,0.040581320003702674
L25-5792,safe,2,result,0.032945909291431624,0.012563759878157506,0.049282606683328706
L25-5792,safe,3,first,0.025761101175582155,0.011513320594194566,0.03656391743034342
L25-5792,safe,4,120,0.021750899285633903,0.010390257353321402,0.017143386096454688
L25-5792,safe,5,stop,0.014259110410426627,0.01671437066834958,0.0331944830139776
L25-6706,risky,1,120,0.022006677625915034,0.010869938572588562,0.017344982673449826
L25-6706,risky,2,stop,0.013492125121784106,0.013000761988884866,0.031408980314089806
L25-7304,risky,1,balance,0.09828287119327565,0.011599717370628496,0.1131393001345895
L25-7304,risky,2,bet,0.08158416374450951,0.016028810270244484,0.10060565275908478
L25-7304,risky,3,choice,0.04410523691725344,0.01948847015679793,0.05831510767160161
L25-7304,risky,4,100,0.024616436599546914,0.022611313362173768,0.0368228465679677
L25-7304,risky,5,amount,0.022230992532504296,0.01584786328590393,0.02902086137281292
L25-7307,safe,1,result,0.03442168798057976,0.01766433826589986,0.05149017121116043
L25-7307,safe,2,first,0.026844247776415676,0.01513442575919172,0.03810127728960957
L25-8527,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L25-8527,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L25-8527,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L25-8527,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L25-8527,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L25-8583,risky,1,result,0.03230455020572485,0.010763346341427518,0.04832322057915198
L25-8583,risky,2,first,0.02567537921359337,0.011500803723336183,0.03644224830142063
L25-8583,risky,3,stop,0.013102418079694266,0.011257601878956802,0.030501762162554954
L25-8847,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L25-8847,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L25-8847,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L25-8847,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L25-8847,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L25-8948,risky,1,100,0.022200312141956342,0.01677573267585362,0.03320865245700489
L25-8948,risky,2,amount,0.01972355281318209,0.010297178224729897,0.025747590492588415
L25-9276,risky,1,round,0.04154319060687929,0.016469504641526272,0.06339346967533792
L25-9276,risky,2,120,0.021666345435342113,0.010231947061310536,0.01707674336676988
L25-9276,risky,3,stop,0.013428562183313763,0.01260275404044283,0.031261009029722064
L25-9316,risky,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L25-9316,risky,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L25-9316,risky,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L25-9316,risky,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L25-9316,risky,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L25-9594,safe,1,game,0.058713956456402094,0.010488353244996841,0.055121968926963846
L25-9594,safe,2,result,0.0335371224362292,0.01476426480763942,0.050166981269057644
L25-9594,safe,3,first,0.026253099415318268,0.013287243226558377,0.03726223319297227
L25-9594,safe,4,120,0.02229132575734847,0.01154918186135951,0.017569333526934804
L25-9594,safe,5,stop,0.013620697808798859,0.013880192717237616,0.03170829098301147
L25-9764,safe,1,result,0.03315248056604156,0.013414707143554652,0.04959160926051127
L25-9764,safe,2,first,0.025928030454669956,0.012193847215957707,0.0368008478447567
L25-9764,safe,3,120,0.02239525932916454,0.011635740378557899,0.0176512507537413
L25-9764,safe,4,stop,0.013814575639986035,0.014741896570840025,0.032159628702468614
L26-10751,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L26-10751,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L26-10751,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L26-10751,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L26-10751,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L26-11008,safe,1,result,0.03248034395815523,0.011227038802434454,0.04858618416233243
L26-11008,safe,2,first,0.025379999294883306,0.010496691690000507,0.03602300197787708
L26-11008,safe,3,120,0.021562749094081,0.010200619499308818,0.0169950919346568
L26-11008,safe,4,stop,0.013546752984788683,0.013368777209045543,0.031536151197714454
L26-1132,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L26-1132,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L26-1132,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L26-1132,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L26-1132,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L26-12715,safe,1,choice,0.043844540569957416,0.01926530889427764,0.057970419906049356
L26-12715,safe,2,100,0.025520459487596802,0.025695630804009724,0.03817514205419598
L26-12715,safe,3,amount,0.022643670343606207,0.01722907854871609,0.029559580709347884
L26-13353,safe,1,result,0.0328079819959831,0.01233567614526112,0.049076286178031475
L26-13353,safe,2,first,0.025518135574167117,0.010969086168128441,0.036219065161490344
L26-13353,safe,3,120,0.021889192477346695,0.010803346617000633,0.01725238451297576
L26-13353,safe,4,stop,0.013607687704059776,0.013738335186222021,0.0316780041216056
L26-13771,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L26-13771,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L26-13771,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L26-13771,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L26-13771,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L26-13822,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L26-13822,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L26-13822,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L26-13822,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L26-13822,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L26-1453,safe,1,balance,0.0976537413014644,0.010441692153894983,0.11241507103150093
L26-1453,safe,2,bet,0.08072570713209697,0.014318612508968181,0.09954704550133828
L26-1453,safe,3,choice,0.043227531483133214,0.017649916159535498,0.05715462219477043
L26-1453,safe,4,100,0.02437576674295133,0.022354013558256412,0.03646283714226889
L26-1453,safe,5,amount,0.02219088118398131,0.016047786949196,0.02896849907350216
L26-1488,safe,1,balance,0.0982867687936515,0.011690522555871025,0.11314378689584681
L26-1488,safe,2,bet,0.08095938619519284,0.014694468132845293,0.09983520724253739
L26-1488,safe,3,choice,0.04344942594396603,0.017997017814908145,0.05744800684202841
L26-1488,safe,4,100,0.024431659047077104,0.022252341903936046,0.03654644443980892
L26-1488,safe,5,amount,0.02138039365152986,0.013873257180293508,0.027910469555059554
L26-15167,safe,1,balance,0.10274098712427644,0.020904208529713683,0.11827130442209553
L26-15167,safe,2,bet,0.08638632692125775,0.026731031070021033,0.10652744859394017
L26-15167,safe,3,round,0.04739347398416197,0.03081299424242398,0.07232079943629492
L26-15167,safe,4,choice,0.04114873822728425,0.012035028739802132,0.05440608118207247
L26-15167,safe,5,100,0.024109349835774604,0.020921518142668606,0.036064313625008004
L26-17175,safe,1,game,0.05991899816179665,0.01348136911329606,0.056253288896684794
L26-17175,safe,2,result,0.03778177198797462,0.029704152409045375,0.056516400631468164
L26-17175,safe,3,your,0.03181899277988586,0.011244475123684294,0.02539905279775478
L26-17175,safe,4,first,0.030006085689055148,0.025858881006359243,0.04258901947026837
L26-17175,safe,5,won,0.029301417038928735,0.01416540093178943,0.02490791089282582
L26-17535,safe,1,result,0.032316499664166075,0.010882816046247211,0.0483410953464024
L26-17535,safe,2,120,0.021734654338421547,0.01066785990967192,0.01713058233149211
L26-17535,safe,3,stop,0.013515428640651883,0.013435635595459714,0.03146322971948446
L26-19030,safe,1,120,0.02175251013522274,0.01039208478530972,0.01714465571827961
L26-19030,safe,2,stop,0.013289870662223488,0.011940083336303853,0.030938142230286424
L26-19643,safe,1,result,0.032176472968497384,0.01004341719774305,0.04813163442344645
L26-19643,safe,2,stop,0.013911922415107782,0.014877953636274175,0.03238624703841203
L26-2010,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L26-2010,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L26-2010,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L26-2010,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L26-2010,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L26-20131,safe,1,result,0.032068473329384846,0.010122199358231262,0.047970081628249846
L26-20131,safe,2,first,0.025322648701910467,0.010545928942774917,0.03594160163975691
L26-20131,safe,3,120,0.02173993013555403,0.010727085539765816,0.017134740551619978
L26-20131,safe,4,stop,0.013237987678519606,0.012085649801260964,0.03081736128591463
L26-20512,safe,1,result,0.03256937065958386,0.011525727285535699,0.04871935601902671
L26-20512,safe,2,first,0.025676239056243177,0.011410503062767804,0.036443468715697036
L26-20512,safe,3,120,0.0221441675373049,0.011195106556032237,0.017453347969264545
L26-20512,safe,4,stop,0.013902238291011726,0.01515877164752967,0.03236370289059642
L26-20752,safe,1,round,0.04067396380630418,0.013766708755011875,0.06206705969049374
L26-20752,safe,2,stop,0.013184439775956461,0.011484697351907908,0.030692704495210024
L26-21198,safe,1,game,0.0584461211447527,0.010111069004226085,0.05487051917604739
L26-21198,safe,2,result,0.03475528733266098,0.01902097748509598,0.051989190543515224
L26-21198,safe,3,first,0.027121832722351514,0.016222929618915676,0.03849526638867513
L26-21198,safe,4,120,0.021911637954746065,0.011084508333749996,0.017270075344059273
L26-21198,safe,5,stop,0.013491820744690654,0.013452945279232915,0.031408271739714014
L26-21721,safe,1,choose,0.04814500731360795,0.012160431555240908,0.04169947947678774
L26-21721,safe,2,round,0.03985080023072031,0.010606470030997177,0.06081094059120681
L26-21721,safe,3,stop,0.014224420899694137,0.015902467822385732,0.03311372759925475
L26-22073,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L26-22073,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
