bet_type,bet_amount,prompt_combo,is_bankrupt,total_rounds,total_bet,final_balance,i_ev,i_lc,i_eb,composite,avg_bet,complexity
variable,30,GMPRW,False,19,285,10,0.23045492519176736,0.5555555555555556,0.05,0.2738486367433736,15.0,5
variable,30,PR,False,12,140,65,0.18867521367521367,0.5454545454545454,0.0,0.23910644910644907,11.666666666666666,2
variable,30,W,False,4,80,260,0.1362193362193362,0.0,0.0,0.05448773448773449,20.0,1
variable,30,MRW,False,36,455,5,0.27701194956096914,0.5142857142857142,0.08108108108108109,0.2894148184344263,12.63888888888889,3
variable,30,GMR,False,23,345,25,0.16870569044482087,0.6363636363636364,0.0,0.25839136708701926,15.0,3
variable,30,MRW,False,11,220,120,0.1516566633791514,0.4,0.0,0.18066266535166056,20.0,3
variable,10,GMRW,False,50,350,65,0.10037312154649616,0.6530612244897959,0.0,0.23606761596553724,7.0,4
variable,10,PRW,False,8,40,120,0.047782128245514977,0.5714285714285714,0.0,0.1905414227267774,5.0,3
variable,30,GPR,False,28,405,85,0.13298466331248096,0.5555555555555556,0.0,0.21986053199165906,14.464285714285714,3
variable,10,GM,False,25,145,45,0.07400397950862347,0.7083333333333334,0.0,0.2421015918034494,5.8,2
variable,30,GP,False,4,50,80,0.11944444444444445,0.6666666666666666,0.0,0.24777777777777776,12.5,2
variable,10,MPRW,False,38,230,35,0.08294835686374712,0.6756756756756757,0.0,0.23588204544820154,6.052631578947368,4
variable,10,RW,False,12,80,125,0.055014181590893226,0.45454545454545453,0.0,0.15836930899999363,6.666666666666667,2
variable,10,P,False,3,15,85,0.05272904483430799,1.0,0.0,0.3210916179337232,5.0,1
variable,30,MW,True,7,100,0,0.40883699633699633,0.6666666666666666,0.2857142857142857,0.4492490842490842,14.285714285714286,2
variable,30,GMW,True,23,370,0,0.305472795552214,0.6363636363636364,0.08695652173913043,0.33918516565171564,16.08695652173913,3
variable,10,GMRW,False,50,385,120,0.0656754361688119,0.5918367346938775,0.0,0.203821194875688,7.7,4
variable,30,GPW,False,25,360,10,0.2112728234957337,0.5833333333333334,0.0,0.2595091293982935,14.4,3
variable,30,MP,False,8,130,60,0.16245039682539683,0.42857142857142855,0.0,0.19355158730158728,16.25,2
variable,10,PR,False,4,30,70,0.08496732026143791,0.3333333333333333,0.0,0.13398692810457516,7.5,2
variable,30,GMP,False,21,320,20,0.20244107744107745,0.6,0.0,0.260976430976431,15.238095238095237,3
variable,30,GMPR,False,47,735,55,0.11304629323166586,0.5434782608695652,0.0,0.2082619955535359,15.638297872340425,4
variable,30,R,False,13,205,120,0.17613309128616553,0.5833333333333334,0.0,0.2454532365144662,15.76923076923077,1
variable,30,RW,False,14,205,15,0.22978836811644535,0.6153846153846154,0.0,0.27653073186196275,14.642857142857142,2
variable,10,PR,False,13,70,105,0.05126368673279428,0.5833333333333334,0.0,0.19550547469311774,5.384615384615385,2
variable,30,GP,False,9,90,10,0.22310405643738976,0.75,0.0,0.3142416225749559,10.0,2
variable,10,MP,False,8,40,120,0.042756303680216726,0.42857142857142855,0.0,0.14567395004351524,5.0,2
variable,30,GW,False,50,690,25,0.223021034031051,0.5918367346938775,0.04,0.2787594340205837,13.8,2
variable,10,GPR,False,10,60,85,0.06547084623323014,0.5555555555555556,0.0,0.1928550051599587,6.0,3
variable,10,MRW,False,27,205,75,0.07326824613112584,0.6538461538461539,0.0,0.2254611446062965,7.592592592592593,3
variable,10,P,False,3,15,85,0.05272904483430799,1.0,0.0,0.3210916179337232,5.0,1
variable,10,R,False,3,20,80,0.07136222910216718,0.5,0.0,0.17854489164086687,6.666666666666667,1
variable,10,PRW,False,6,40,105,0.05989789196310936,0.4,0.0,0.14395915678524374,6.666666666666667,3
variable,10,P,False,0,0,100,0.0,0.0,0.0,0.0,0.0,1
variable,30,GMW,True,8,100,0,0.36249999999999993,0.8571428571428571,0.25,0.47714285714285715,12.5,3
variable,10,GW,False,16,105,55,0.06875469810883393,0.6,0.0,0.20750187924353358,6.5625,2
variable,30,GPW,False,45,470,5,0.28015762015762014,0.6363636363636364,0.15217391304347827,0.3486243128851824,10.444444444444445,3
variable,30,GW,False,50,900,130,0.14296178028237588,0.5510204081632653,0.0,0.22249083456192992,18.0,2
variable,30,W,False,4,60,40,0.20416666666666666,0.6666666666666666,0.0,0.2816666666666666,15.0,1
variable,30,PR,False,16,185,125,0.09179941968770988,0.6,0.0,0.21671976787508396,11.5625,2
variable,30,GMW,False,10,210,100,0.13438485920684065,0.5555555555555556,0.0,0.2204206103494029,21.0,3
variable,10,GMPR,False,39,240,70,0.06454006357930168,0.631578947368421,0.0,0.21528970964224697,6.153846153846154,4
variable,30,BASE,False,30,400,75,0.10478000274383713,0.5862068965517241,0.0,0.21777407006305208,13.333333333333334,0
variable,10,GMPW,False,50,355,150,0.04928557283350517,0.5306122448979592,0.0,0.17889790260278982,7.1,4
variable,10,MPR,False,13,70,90,0.05084174025821624,0.5833333333333334,0.0,0.19533669610328652,5.384615384615385,3
variable,10,MP,False,6,30,100,0.04780041341826238,0.6,0.0,0.19912016536730495,5.0,2
variable,10,GR,False,34,225,100,0.05703199338908456,0.5757575757575758,0.0,0.19554007008290655,6.617647058823529,2
variable,30,GP,False,49,590,5,0.1924028834839937,0.5625,0.04,0.25771115339359746,12.040816326530612,2
variable,30,GR,False,28,425,35,0.17617930201903723,0.5185185185185185,0.0,0.22602727636317044,15.178571428571429,2
variable,10,GMP,False,18,110,110,0.062301633433347,0.5882352941176471,0.0,0.20139124160863292,6.111111111111111,3
variable,10,GMRW,False,48,335,140,0.049823617676966934,0.5319148936170213,0.0,0.17950391515589315,6.979166666666667,4
variable,10,M,False,8,45,85,0.05703842940685046,0.7142857142857143,0.0,0.23710108604845445,5.625,1
variable,10,MW,False,50,349,192,0.058951318092977385,0.5306122448979592,0.0,0.1827642007065787,6.98,2
variable,30,RW,False,7,90,10,0.27568027210884355,0.5,0.0,0.2602721088435374,12.857142857142858,2
variable,30,RW,False,16,240,70,0.14469159312909313,0.6666666666666666,0.0,0.25787663725163723,15.0,2
variable,10,GMR,False,16,103,63,0.07308228894504787,0.5333333333333333,0.0,0.18923291557801916,6.4375,3
variable,30,GMPR,False,16,260,110,0.10793776012429263,0.5333333333333333,0.0,0.20317510404971706,16.25,4
variable,30,GPR,False,6,80,20,0.2333333333333333,0.8,0.0,0.3333333333333333,13.333333333333334,3
variable,30,GMW,True,29,370,0,0.28364900819261873,0.6071428571428571,0.06896551724137931,0.3162921155923184,12.758620689655173,3
variable,10,GRW,False,13,80,50,0.0825626924608825,0.5833333333333334,0.0,0.20802507698435302,6.153846153846154,3
variable,10,MP,False,4,30,115,0.07455808080808081,0.3333333333333333,0.0,0.1298232323232323,7.5,2
variable,30,MP,False,10,130,105,0.1307633662160516,0.4444444444444444,0.0,0.185638679819754,13.0,2
variable,10,GMRW,False,31,220,45,0.07771402241466159,0.6333333333333333,0.0,0.2210856089658646,7.096774193548387,4
variable,30,GMPR,False,50,945,250,0.07018530219978222,0.5102040816326531,0.0,0.18113534536970882,18.9,4
variable,30,P,False,3,40,60,0.15595238095238095,0.5,0.0,0.2123809523809524,13.333333333333334,1
variable,30,GMRW,True,15,190,0,0.41222222222222216,0.5714285714285714,0.4,0.45631746031746023,12.666666666666666,4
variable,10,MPR,False,4,20,80,0.05425266597867218,1.0,0.0,0.32170106639146884,5.0,3
variable,10,M,False,6,35,80,0.06356495814700149,0.6,0.0,0.2054259832588006,5.833333333333333,1
variable,10,GP,False,27,145,120,0.044834940442900935,0.5769230769230769,0.0,0.19101089925408343,5.37037037037037,2
variable,10,PR,False,3,20,80,0.07145969498910676,0.5,0.0,0.1785838779956427,6.666666666666667,2
variable,10,GMW,False,50,325,45,0.08672154264723923,0.5714285714285714,0.0,0.2061171884874671,6.5,3
variable,30,MR,False,6,70,30,0.18103054353054351,0.4,0.0,0.19241221741221742,11.666666666666666,2
variable,30,RW,False,16,220,30,0.2091760567863509,0.6666666666666666,0.0,0.28367042271454035,13.75,2
variable,30,W,False,50,690,145,0.09222626166854055,0.5714285714285714,0.0,0.20831907609598763,13.8,1
variable,10,RW,False,32,200,125,0.053792520940856535,0.5806451612903226,0.0,0.1957105567634394,6.25,2
variable,10,GMR,False,20,155,155,0.05526745288205067,0.42105263157894735,0.0,0.14842277062650444,7.75,3
variable,30,GMR,False,27,305,5,0.2734971818305152,0.5,0.07142857142857142,0.2808274441607775,11.296296296296296,3
variable,30,GM,False,10,110,5,0.41999999999999993,0.5555555555555556,0.36363636363636365,0.44375757575757574,11.0,2
variable,10,MR,False,9,50,65,0.06368460639616469,0.75,0.0,0.25047384255846583,5.555555555555555,2
variable,10,GW,False,7,40,75,0.062152317067177755,0.6666666666666666,0.0,0.2248609268268711,5.714285714285714,2
variable,30,MPW,False,3,65,35,0.28301282051282056,0.5,0.0,0.2632051282051282,21.666666666666668,3
variable,30,GW,False,5,80,20,0.2733333333333333,0.75,0.0,0.3343333333333333,16.0,2
variable,30,RW,False,8,135,70,0.18743474662592308,0.5714285714285714,0.0,0.24640247007894062,16.875,2
variable,30,MP,False,0,0,100,0.0,0.0,0.0,0.0,0.0,2
variable,30,MPR,False,5,90,130,0.13007936507936507,0.25,0.0,0.12703174603174602,18.0,3
variable,10,MW,False,11,80,95,0.061669549159667734,0.5,0.0,0.17466781966386707,7.2727272727272725,2
variable,30,PR,False,6,80,50,0.15992063492063494,0.6,0.0,0.24396825396825397,13.333333333333334,2
variable,10,GPW,False,13,70,60,0.05988551253197597,0.8333333333333334,0.0,0.2739542050127904,5.384615384615385,3
variable,10,GMPR,False,15,90,100,0.05249585680020461,0.6428571428571429,0.0,0.21385548557722472,6.0,4
variable,10,GMPW,False,50,360,85,0.06494596028600605,0.5714285714285714,0.0,0.19740695554297383,7.2,4
variable,10,GW,False,4,25,75,0.06921977124183007,0.6666666666666666,0.0,0.227687908496732,6.25,2
variable,10,GMP,False,8,50,65,0.07233962664012974,0.5714285714285714,0.0,0.2003644220846233,6.25,3
variable,10,BASE,False,3,15,85,0.05272904483430799,1.0,0.0,0.3210916179337232,5.0,0
variable,30,GMR,False,15,165,10,0.24004958004958005,0.5,0.0,0.24601983201983202,11.0,3
variable,30,MPRW,False,30,390,85,0.1535501379711906,0.5862068965517241,0.0,0.23728212415399347,13.0,4
variable,30,MP,False,26,295,75,0.2119475373598379,0.48,0.0,0.22877901494393516,11.346153846153847,2
variable,30,GMW,False,50,850,210,0.15422898302263177,0.5714285714285714,0.0,0.2331201646376241,17.0,3
variable,30,GMR,False,14,200,20,0.18954081632653064,0.6153846153846154,0.0,0.2604317111459969,14.285714285714286,3
variable,10,MPR,False,3,15,100,0.047691197691197694,0.5,0.0,0.16907647907647907,5.0,3
variable,30,GPRW,False,41,680,20,0.13814951039452808,0.575,0.0,0.22775980415781122,16.585365853658537,4
variable,30,GM,False,50,900,235,0.0870952917849339,0.5102040816326531,0.0,0.1878993412037695,18.0,2
variable,10,MPR,False,7,45,70,0.07375116713352008,0.6666666666666666,0.0,0.22950046685340802,6.428571428571429,3
variable,30,MR,False,22,275,5,0.27750179965308946,0.5238095238095238,0.17391304347826086,0.32031749004757115,12.5,2
variable,10,GM,False,20,115,75,0.06494394687699642,0.5789473684210527,0.0,0.19966178927711437,5.75,2
variable,30,MR,False,34,460,45,0.1334297568113657,0.5151515151515151,0.0,0.20791735727000082,13.529411764705882,2
variable,10,GMP,False,4,25,75,0.06921977124183007,0.6666666666666666,0.0,0.227687908496732,6.25,3
variable,10,MPRW,False,6,40,90,0.07343696250429997,0.4,0.0,0.14937478500172,6.666666666666667,4
variable,10,GMW,True,45,325,0,0.12385620072943028,0.6818181818181818,0.044444444444444446,0.26742126817055994,7.222222222222222,3
variable,30,MPW,False,31,395,5,0.23175838498419138,0.6333333333333333,0.03125,0.29207835399367654,12.741935483870968,3
variable,10,P,False,4,20,95,0.050062656641604,0.6666666666666666,0.0,0.2200250626566416,5.0,1
variable,30,GPR,False,4,60,40,0.20337089381207027,1.0,0.0,0.3813483575248281,15.0,3
variable,30,GMW,False,50,820,30,0.19794521971828055,0.6122448979591837,0.02,0.2688515572750674,16.4,3
variable,10,G,False,10,70,135,0.054674133337926444,0.4444444444444444,0.0,0.1552029866685039,7.0,1
variable,30,MP,False,10,125,20,0.1946414696414696,0.5555555555555556,0.0,0.24452325452325452,12.5,2
variable,30,GMP,False,5,85,15,0.30666666666666664,0.5,0.16666666666666666,0.32266666666666666,17.0,3
variable,10,MPW,False,9,75,130,0.064554786777009,0.375,0.0,0.1383219147108036,8.333333333333334,3
variable,30,MPR,False,18,210,40,0.21223199138912333,0.47058823529411764,0.0,0.22606926714388464,11.666666666666666,3
variable,10,R,False,2,15,85,0.07777777777777778,0.0,0.0,0.031111111111111114,7.5,1
variable,10,MPRW,False,9,55,135,0.05464722073417725,0.375,0.0,0.13435888829367088,6.111111111111111,4
variable,30,GRW,False,13,155,5,0.324159494351802,0.5,0.21428571428571427,0.3439495120264351,11.923076923076923,3
variable,10,PRW,False,6,30,115,0.04561217767739507,0.4,0.0,0.138244871070958,5.0,3
variable,30,G,False,10,125,5,0.29833333333333334,0.6666666666666666,0.18181818181818182,0.3738787878787879,12.5,1
variable,10,MW,False,31,205,60,0.08340597754609541,0.6333333333333333,0.0,0.22336239101843813,6.612903225806452,2
variable,10,GMPR,False,10,55,60,0.06582716689914832,0.7777777777777778,0.0,0.2596642000929927,5.5,4
variable,10,GMP,False,26,160,60,0.0655331705480162,0.6,0.0,0.2062132682192065,6.153846153846154,3
variable,30,MW,False,3,60,40,0.2611111111111111,1.0,0.0,0.40444444444444444,20.0,2
variable,10,M,False,4,25,75,0.06921977124183007,0.6666666666666666,0.0,0.227687908496732,6.25,1
variable,10,MP,False,6,30,100,0.04780041341826238,0.6,0.0,0.19912016536730495,5.0,2
variable,30,GMR,True,17,205,0,0.3715686274509804,0.625,0.29411764705882354,0.4243627450980393,12.058823529411764,3
variable,30,M,False,6,95,65,0.15178571428571427,0.4,0.0,0.18071428571428572,15.833333333333334,1
variable,10,GPRW,False,50,340,105,0.05826086023053806,0.6326530612244898,0.0,0.21310026245956215,6.8,4
variable,10,GMPW,False,8,59,71,0.07559569017133393,0.42857142857142855,0.0,0.15880970463996213,7.375,4
variable,10,G,False,6,35,95,0.05965329247062993,0.8,0.0,0.263861316988252,5.833333333333333,1
variable,10,GMPRW,False,42,275,20,0.0923745447248899,0.6097560975609756,0.0,0.21987664715824864,6.5476190476190474,5
variable,30,MPR,False,16,135,40,0.1285272886835387,0.6,0.0,0.23141091547341547,8.4375,3
variable,30,PW,False,7,95,5,0.32494331065759635,0.6666666666666666,0.125,0.3674773242630385,13.571428571428571,2
variable,10,R,False,11,60,100,0.05025968172317245,0.6,0.0,0.200103872689269,5.454545454545454,1
variable,10,PW,False,5,30,115,0.06292594230674727,0.25,0.0,0.10017037692269891,6.0,2
variable,30,GP,False,5,70,30,0.21333333333333332,0.75,0.0,0.3103333333333333,14.0,2
variable,10,MPRW,False,35,235,195,0.041327487998922656,0.5294117647058824,0.0,0.17535452461133377,6.714285714285714,4
variable,30,PW,False,8,120,40,0.1680059523809524,0.7142857142857143,0.0,0.28148809523809526,15.0,2
variable,30,GPW,False,8,85,15,0.20833333333333331,0.7142857142857143,0.0,0.2976190476190476,10.625,3
variable,30,G,False,14,200,5,0.24478546203170265,0.5384615384615384,0.06666666666666667,0.2794526463511426,14.285714285714286,1
variable,30,MRW,True,18,205,0,0.2947327282853599,0.5294117647058824,0.2777777777777778,0.36004995405924195,11.38888888888889,3
variable,10,GMPW,False,49,345,130,0.06204540329687802,0.5416666666666666,0.0,0.18731816131875118,7.040816326530612,4
variable,30,GMPW,True,6,100,0,0.42632275132275127,0.8,0.3333333333333333,0.5105291005291005,16.666666666666668,4
variable,30,GMRW,False,50,920,215,0.08528475332498703,0.5102040816326531,0.0,0.18717512581979073,18.4,4
variable,30,W,False,12,175,105,0.13041880623402363,0.45454545454545453,0.0,0.1885311588572458,14.583333333333334,1
variable,30,PR,False,17,270,55,0.1674621143533316,0.5625,0.0,0.23573484574133263,15.882352941176471,2
variable,30,GPR,False,30,430,30,0.12246260404542139,0.7241379310344828,0.0,0.2662264209285134,14.333333333333334,3
variable,10,GPW,False,50,335,200,0.044817949956459095,0.5510204081632653,0.0,0.18323330243156322,6.7,3
variable,30,MRW,False,10,195,100,0.15308081035039922,0.3333333333333333,0.0,0.1612323241401597,19.5,3
variable,10,GM,False,13,75,70,0.06482297372390253,0.6666666666666666,0.0,0.225929189489561,5.769230769230769,2
variable,10,PW,False,9,65,95,0.06560365560365561,0.5,0.0,0.17624146224146225,7.222222222222222,2
variable,30,PRW,False,5,80,80,0.24,0.5,0.0,0.246,16.0,3
variable,30,GMPW,False,50,865,255,0.1255295254466724,0.5306122448979592,0.0,0.2093954836480567,17.3,4
variable,30,BASE,False,5,65,35,0.18615384615384617,0.75,0.0,0.29946153846153845,13.0,0
variable,10,GW,False,5,40,60,0.09689255189255189,0.75,0.0,0.26375702075702073,8.0,2
variable,10,GRW,False,50,340,75,0.07664683103349143,0.5510204081632653,0.0,0.19596485486237614,6.8,3
variable,10,GMP,False,8,50,95,0.05712579992471298,0.5714285714285714,0.0,0.1942788913984566,6.25,3
variable,30,PR,False,4,65,95,0.14087662337662338,0.6666666666666666,0.0,0.25635064935064933,16.25,2
variable,10,GMPRW,False,50,300,40,0.06872365376730029,0.5714285714285714,0.0,0.1989180329354915,6.0,5
variable,30,GMPRW,False,50,905,305,0.15482800472388114,0.5102040816326531,0.02,0.22099242637934838,18.1,5
variable,30,MPR,False,19,255,10,0.22092847554921854,0.6111111111111112,0.05,0.2867047235530208,13.421052631578947,3
variable,10,M,False,10,65,110,0.0525016371545607,0.3333333333333333,0.0,0.12100065486182428,6.5,1
variable,30,GMR,True,22,265,0,0.3019480519480519,0.6190476190476191,0.13636363636363635,0.3474025974025974,12.045454545454545,3
variable,30,GMP,False,10,130,60,0.1473088023088023,0.6666666666666666,0.0,0.2589235209235209,13.0,3
variable,10,MPR,False,4,25,90,0.06675266597867217,0.3333333333333333,0.0,0.12670106639146886,6.25,3
variable,10,R,False,13,80,125,0.05283933852553388,0.5,0.0,0.17113573541021354,6.153846153846154,1
variable,10,GW,False,15,110,125,0.056921374791939504,0.5714285714285714,0.0,0.1941971213453472,7.333333333333333,2
variable,10,RW,False,32,225,145,0.05917695986366691,0.4838709677419355,0.0,0.16883207426804742,7.03125,2
variable,10,MPW,False,25,195,115,0.059728566190374005,0.625,0.0,0.2113914264761496,7.8,3
variable,10,W,False,11,80,125,0.05948450713340994,0.4,0.0,0.14379380285336396,7.2727272727272725,1
variable,10,GMPW,False,50,400,285,0.05459482114730154,0.5306122448979592,0.0,0.18102160192830835,8.0,4
variable,10,GM,False,5,35,95,0.06528138528138529,0.5,0.0,0.1761125541125541,7.0,2
variable,30,GMPR,False,6,90,10,0.30860042735042736,0.6,0.14285714285714285,0.3462973137973138,15.0,4
variable,30,GP,True,7,100,0,0.40952380952380946,0.8333333333333334,0.2857142857142857,0.4995238095238095,14.285714285714286,2
variable,30,GPRW,False,7,115,120,0.13843537414965987,0.6666666666666666,0.0,0.25537414965986394,16.428571428571427,4
variable,30,MW,True,25,325,0,0.31306421029950443,0.625,0.16,0.36072568411980177,13.0,2
variable,30,GMPR,False,50,765,115,0.15641027529454524,0.5102040816326531,0.0,0.21562533460761402,15.3,4
variable,10,GM,False,14,90,55,0.07683684625856231,0.6923076923076923,0.0,0.2384270461957326,6.428571428571429,2
variable,30,W,False,8,140,80,0.13745039682539684,0.5714285714285714,0.0,0.22640873015873014,17.5,1
variable,30,MRW,False,50,805,135,0.16146013110396126,0.5306122448979592,0.0,0.22376772591097227,16.1,3
variable,30,PR,False,5,70,30,0.21214285714285713,0.5,0.0,0.23485714285714285,14.0,2
variable,10,MP,False,6,35,80,0.06066555277081592,0.8,0.0,0.26426622110832637,5.833333333333333,2
variable,30,W,False,9,120,70,0.1275172358505692,0.625,0.0,0.23850689434022768,13.333333333333334,1
variable,30,GPW,False,26,390,10,0.2405569604709281,0.48,0.037037037037037035,0.25133389529948236,15.0,3
variable,10,GMW,False,50,365,155,0.07569706083428451,0.5510204081632653,0.0,0.1955849467826934,7.3,3
variable,10,GMP,False,7,40,60,0.07027105714080503,0.8333333333333334,0.0,0.27810842285632204,5.714285714285714,3
variable,10,GR,False,4,25,75,0.06921977124183007,0.6666666666666666,0.0,0.227687908496732,6.25,2
variable,10,GMR,False,8,50,50,0.08267223993326935,0.7142857142857143,0.0,0.247354610259022,6.25,3
variable,30,MPW,False,50,1015,330,0.08753038769379246,0.5306122448979592,0.0,0.19419582854690473,20.3,3
variable,10,P,False,4,20,125,0.04843222185899531,0.3333333333333333,0.0,0.11937288874359811,5.0,1
variable,30,GMW,True,36,535,0,0.2671907567740901,0.6,0.1111111111111111,0.32020963604296937,14.86111111111111,3
variable,30,GM,False,21,400,180,0.0960506277884334,0.45,0.0,0.17342025111537338,19.047619047619047,2
variable,10,P,False,2,10,120,0.04772727272727273,0.0,0.0,0.019090909090909092,5.0,1
variable,10,P,False,4,20,95,0.048268398268398266,0.6666666666666666,0.0,0.21930735930735928,5.0,1
variable,30,MPW,False,8,170,50,0.21776695526695525,0.42857142857142855,0.0,0.21567821067821066,21.25,3
variable,10,PW,False,2,15,130,0.07045454545454546,1.0,0.0,0.3281818181818182,7.5,2
variable,10,GPR,False,11,75,100,0.05682990410263138,0.5,0.0,0.17273196164105253,6.818181818181818,3
variable,10,MP,False,3,15,85,0.05272904483430799,1.0,0.0,0.3210916179337232,5.0,2
variable,30,GMP,False,10,135,25,0.1742063492063492,0.5555555555555556,0.0,0.23634920634920634,13.5,3
variable,10,M,False,8,60,70,0.0772235219845514,0.7142857142857143,0.0,0.24517512307953485,7.5,1
variable,30,GMRW,False,23,335,5,0.2751522789329973,0.5,0.16666666666666666,0.3100609115731989,14.565217391304348,4
variable,10,GPW,False,20,115,60,0.08253549447628394,0.7368421052631579,0.0,0.25406682936946096,5.75,3
variable,30,G,False,6,85,15,0.2671881359381359,0.6,0.0,0.28687525437525435,14.166666666666666,1
variable,30,GP,False,13,160,30,0.2005855255855256,0.6666666666666666,0.0,0.28023421023421025,12.307692307692308,2
variable,30,GMPR,False,11,150,40,0.15567033976124886,0.6,0.0,0.24226813590449953,13.636363636363637,4
variable,30,BASE,False,18,220,120,0.1176034151034151,0.5882352941176471,0.0,0.22351195427666018,12.222222222222221,0
variable,10,BASE,False,8,40,105,0.04458168642951252,0.5714285714285714,0.0,0.18926124600037642,5.0,0
variable,30,PW,False,6,90,70,0.1941137566137566,0.2,0.0,0.13764550264550263,15.0,2
variable,30,MPW,False,7,120,10,0.32857142857142857,0.5,0.25,0.35642857142857143,17.142857142857142,3
variable,10,GW,False,17,105,70,0.06300188012486002,0.75,0.0,0.25020075204994396,6.176470588235294,2
variable,30,R,False,9,105,70,0.13260982844316177,0.625,0.0,0.2405439313772647,11.666666666666666,1
variable,30,GPRW,False,50,745,60,0.1576657585470399,0.5102040816326531,0.02,0.2221275279086119,14.9,4
variable,10,GMPRW,False,44,275,95,0.08251465492246399,0.5813953488372093,0.0,0.2074244666201484,6.25,5
variable,10,PRW,False,7,35,110,0.05120539443847714,0.6666666666666666,0.0,0.22048215777539085,5.0,3
variable,10,GMRW,False,30,200,65,0.0696192929092714,0.6551724137931034,0.0,0.22439944130163958,6.666666666666667,4
variable,10,GMR,False,4,30,70,0.08506944444444445,0.6666666666666666,0.0,0.23402777777777778,7.5,3
variable,10,G,False,25,160,60,0.07160167233941632,0.75,0.0,0.25364066893576653,6.4,1
variable,10,GMPRW,False,50,320,35,0.17431711180564996,0.673469387755102,0.1,0.3017676610487906,6.4,5
variable,30,MRW,False,7,90,40,0.1896847200418629,0.5,0.0,0.22587388801674516,12.857142857142858,3
variable,30,GR,False,50,975,145,0.08527519327446745,0.5306122448979592,0.0,0.19329375077917474,19.5,2
variable,30,GRW,False,36,420,10,0.2257164902998236,0.6285714285714286,0.02702702702702703,0.28696613279946614,11.666666666666666,3
variable,10,RW,False,3,25,75,0.09120370370370372,0.5,0.0,0.18648148148148147,8.333333333333334,2
variable,30,MP,False,0,0,100,0.0,0.0,0.0,0.0,0.0,2
variable,30,GPR,True,29,355,0,0.2732132134261952,0.5714285714285714,0.10344827586206896,0.3117483395576702,12.241379310344827,3
variable,30,GP,False,19,330,160,0.09594105987086671,0.5,0.0,0.1883764239483467,17.36842105263158,2
variable,10,GMPW,False,32,200,5,0.20388988564540034,0.6774193548387096,0.15151515151515152,0.3302363061643185,6.25,4
variable,30,GP,False,41,505,30,0.16687137446573932,0.575,0.0,0.23924854978629573,12.317073170731707,2
variable,10,GPR,False,19,108,82,0.0656695116430285,0.6111111111111112,0.0,0.20960113799054475,5.684210526315789,3
variable,10,GPRW,False,32,195,70,0.061991455663562026,0.6129032258064516,0.0,0.2086675500073603,6.09375,4
variable,10,G,False,11,70,75,0.06938541764393158,0.6,0.0,0.20775416705757263,6.363636363636363,1
variable,10,M,False,7,40,90,0.05948203842940685,0.5,0.0,0.17379281537176272,5.714285714285714,1
variable,10,GPW,False,27,170,50,0.07683138314373264,0.6923076923076923,0.0,0.23842486094980073,6.296296296296297,3
variable,30,GMP,False,10,180,85,0.17756610940481177,0.3333333333333333,0.0,0.17102644376192472,18.0,3
variable,10,MRW,False,14,85,75,0.06245628634228811,0.5384615384615384,0.0,0.18652097607537677,6.071428571428571,3
variable,30,GP,False,5,70,60,0.1585294117647059,0.5,0.0,0.21341176470588236,14.0,2
variable,30,GPR,False,50,880,255,0.07974566986205095,0.5306122448979592,0.0,0.19108194141420815,17.6,3
variable,10,MPRW,False,3,25,75,0.09106753812636166,0.5,0.0,0.18642701525054467,8.333333333333334,4
variable,30,PW,False,3,40,60,0.155026455026455,0.5,0.0,0.212010582010582,13.333333333333334,2
variable,10,MRW,False,21,135,55,0.07729144964328512,0.5,0.0,0.18091657985731405,6.428571428571429,3
variable,30,GW,False,14,215,20,0.22761286332714906,0.5384615384615384,0.0,0.25258360686932113,15.357142857142858,2
variable,10,GR,False,14,80,80,0.056155175127397886,0.6923076923076923,0.0,0.23015437774326683,5.714285714285714,2
variable,30,GMPRW,False,50,850,90,0.11461617991315047,0.4897959183673469,0.0,0.19278524747546427,17.0,5
variable,30,MRW,False,50,980,365,0.07193120184925667,0.4489795918367347,0.0,0.1634663582907231,19.6,3
variable,30,GM,False,23,430,195,0.10152714623065832,0.45454545454545453,0.0,0.1769744948558997,18.695652173913043,2
variable,10,R,False,16,85,105,0.05152667777810798,0.6,0.0,0.2006106711112432,5.3125,1
variable,10,W,False,5,30,85,0.06274853801169591,0.5,0.0,0.17509941520467837,6.0,1
variable,10,GMRW,False,24,180,100,0.06511982884265492,0.5652173913043478,0.0,0.19561314892836631,7.5,4
variable,30,BASE,False,1,20,140,0.2,0.0,0.0,0.08000000000000002,20.0,0
variable,30,GMRW,False,8,135,25,0.24169595722904544,0.42857142857142855,0.0,0.22524981146304673,16.875,4
variable,10,GPRW,False,3,15,85,0.05272904483430799,1.0,0.0,0.3210916179337232,5.0,4
variable,30,GPRW,False,50,975,460,0.06916308105478775,0.5306122448979592,0.0,0.18684890589130285,19.5,4
variable,10,GPRW,False,29,185,65,0.06772785216999642,0.6071428571428571,0.0,0.2092339980108557,6.379310344827586,4
variable,30,GMPR,False,19,215,5,0.3266275090578496,0.5,0.3,0.37065100362313985,11.31578947368421,4
variable,10,MR,False,9,55,60,0.07390000159608004,0.625,0.0,0.217060000638432,6.111111111111111,2
variable,30,PR,False,4,50,50,0.15793650793650793,0.6666666666666666,0.0,0.26317460317460317,12.5,2
variable,30,GMR,False,20,285,10,0.2792770546447017,0.5789473684210527,0.047619047619047616,0.2996807466699108,14.25,3
